0,1,2,3,4,5,6,7,8,y
0.5121951219512195,0.0714285714285714,0.1234567901234569,1.0,0.8240740740740741,0.0,0.0,0.875,0.7714285714285715,qsampled
0.0,0.0714285714285714,0.22222222222222232,0.0,0.8240740740740741,0.46031746031746024,0.56,0.875,0.17142857142857149,qsampled
0.0,0.0,0.0,0.6,0.0,0.26984126984126977,0.56,0.7,1.0,qsampled
0.13414634146341464,0.0714285714285714,0.1234567901234569,1.0,0.8240740740740741,0.0,0.8,0.875,0.7714285714285715,qsampled
0.3292682926829268,0.23809523809523825,0.22222222222222232,1.0,1.0,0.46031746031746024,0.20000000000000007,0.0,0.0,qsampled
0.0,0.0714285714285714,0.22222222222222232,0.0,0.763888888888889,0.46031746031746024,0.56,0.275,0.0,qsampled
0.3170731707317074,0.0714285714285714,0.22222222222222232,0.9,0.763888888888889,0.46031746031746024,0.0,0.275,0.0,qsampled
0.13414634146341464,0.0714285714285714,0.1234567901234569,1.0,0.8240740740740741,0.0,0.8,0.875,0.7714285714285715,qsampled
0.13414634146341464,0.0714285714285714,0.22222222222222232,1.0,0.8240740740740741,0.46031746031746024,0.8,0.875,0.17142857142857149,qsampled
0.3292682926829268,0.0714285714285714,0.22222222222222232,1.0,0.763888888888889,0.46031746031746024,0.20000000000000007,0.275,0.0,qsampled
0.3292682926829268,0.0,0.22222222222222232,1.0,0.0,0.46031746031746024,0.20000000000000007,0.7,0.0,qsampled
0.0,0.0714285714285714,0.32098765432098764,0.6,0.8650793650793651,0.33333333333333326,0.56,0.875,0.6285714285714286,qsampled
0.5121951219512195,0.0714285714285714,0.5802469135802469,1.0,0.6666666666666666,0.47619047619047616,0.0,0.275,1.0,qsampled
0.0,0.0,0.0,0.6,0.0,0.26984126984126977,0.56,0.7,1.0,qsampled
0.13414634146341464,0.0,0.32098765432098764,1.0,0.0,0.33333333333333326,0.8,0.7,0.0,qsampled
0.13414634146341464,0.0714285714285714,0.32098765432098764,1.0,0.7341269841269842,0.33333333333333326,0.8,0.275,1.0,qsampled
0.3292682926829268,0.0714285714285714,0.32098765432098764,0.0,0.7341269841269842,0.33333333333333326,0.20000000000000007,0.275,1.0,qsampled
0.13414634146341464,0.23809523809523825,0.1234567901234569,1.0,1.0,0.0,0.8,0.0,1.0,qsampled
0.0,0.0,0.0,0.6,0.0,0.26984126984126977,0.56,0.7,1.0,qsampled
